Brand Label Serial Number,Brand Label Name,License Type Code,License Class Code,License Class Description,Product Description,Wholesaler License Serial Number,Wholesaler Name,Domestic (D) or Imported (I),Brand Label Expiration Date
5138520,MEXICALI,650,2,BEER & LAGER,BEER,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138521,MEXICALI LIGHT,650,2,BEER & LAGER,BEER,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138522,MEXICALI SPECIAL DARK,650,2,BEER & LAGER,BEER,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138536,GOOSE ISLAND CHATEAU NOIR,650,4,STOUT,STOUT,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138538,HAYWARDS 5000,650,2,BEER & LAGER,BEER/LAGER,1244188,NY NJ BEVERAGE COMPANY INC,I,06/30/2018
5138551,BOULEVARD TASTING ROOM MILK STOUT,650,1,ALE,ALE,2117853,DUVEL MOORTGAT USA LTD,D,06/30/2018
5138552,BOULEVARD TASTING ROOM ROSEMARY IPA,650,1,ALE,ALE,2117853,DUVEL MOORTGAT USA LTD,D,06/30/2018
5138553,GENESEE BREW HOUSE LILAC HONEY IPA,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,3141489,HIGH FALLS OPERATING CO LLC/LICENSING CO LLC,D,06/30/2018
5138560,OLD KLAVERACK KLAVERACK KREAM,650,G,NO FEE BEER,ALE,2199189,ERIK R BELL ,I,06/30/2018
5138561,TROUT TOWN KRANKEE YANKEE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138562,TROUT TOWN WILD ALE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138563,TROUT TOWN WHITETAIL PALE ALE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138564,TROUT TOWN BARLEY BONFIRE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138565,TROUT TOWN FRESH SQUEEZE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138566,TROUT TOWN TWO RIVERS RYE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138567,TROUT TOWN TWO HEADED STOUT,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138568,TROUT TOWN EAGLE IPA,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138569,TROUT TOWN RAINBOW RED ALE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138570,TROUT TOWN HOMEGROWN HOPS HARVEST ALE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138571,TROUT TOWN WEIZ PEACH,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138572,TROUT TOWN BAVERICAN,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138573,TROUT TOWN WINTER SPICE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138574,TROUT TOWN CORNUCOPIALE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138575,TROUT TOWN AUTUMN SPICE,650,G,NO FEE BEER,ALE,2193516,"ROSCOE NY BEER COMPANY LLC, THE",D,06/30/2018
5138580,GT ORGANIC RAW ROSE KOMBUCHA,650,NF,NON MALT BEER - NO FEE,KOMBUCHA,1253892,DORAS NATURALS INC,D,06/30/2018
5138581,SYNERGY ORGANIC RAW MAQUI MOJITO,650,NF,NON MALT BEER - NO FEE,KOMBUCHA,1253892,DORAS NATURALS INC,D,06/30/2018
5138582,SYNERGY ORGANIC RAW EURHORIA KOMBUCHA,650,NF,NON MALT BEER - NO FEE,KOMBUCHA,1253892,DORAS NATURALS INC,D,06/30/2018
5138583,HIGHWAY MANOR MR STRAWBERRY,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5138584,HIGHWAY MANOR MR BLUEBERRY,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5138585,HIGHWAY MANOR SAY JOHN SAISON,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5138587,JAPANESE ALE SANSHO,650,G,NO FEE BEER,ALE,1224047,KYODO BEVERAGE CO INC,I,06/30/2018
5138589,WEYERBACHER 21,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138590,LEFT HAND BITTERSWEET NITRO,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138591,HELDERBERG BREWERY AMBER ALE,650,G,NO FEE BEER,ALE,2199318,HELDERBERG BREWERY INC ,D,06/30/2018
5138593,HELDERBERG BREWERY POND HILL PILSNER,650,G,NO FEE BEER,BEER/LAGER,2199318,HELDERBERG BREWERY INC ,D,06/30/2018
5138596,SARANAC PERMAFROST IPA,650,G,NO FEE BEER,ALE,2503534,MATT BREWING CO INC,D,06/30/2018
5138597,SARANAC MASTODON TRIPEL ALE,650,G,NO FEE BEER,ALE,2503534,MATT BREWING CO INC,D,06/30/2018
5138598,SARANAC STRAWBERRY TART SOUR ALE,650,G,NO FEE BEER,ALE,2503534,MATT BREWING CO INC,D,06/30/2018
5138599,ELLICOTTVILLE STAINLESS STEEL IPA,650,G,NO FEE BEER,ALE,3154447,S & W COMPANY LLC,D,06/30/2018
5138601,SINGLECUT BEERSMITHS QBW GOSE BEER,650,G,NO FEE BEER,BEER/LAGER,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138602,SINGLECUT BEERSMITHS EL34 INDIA PALE,650,G,NO FEE BEER,LAGER BEER/LAGER,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138603,SINGLECUT BEERSMITHS SOFTLY SPOKEN,650,G,NO FEE BEER,MAGIC SPELLS IIPA ALE,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138604,SINGLECUT BEERSMITH HEAVY BOOTS OF,650,G,NO FEE BEER,LEAD IMPERIAL STOUT BEER/LAGER,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138605,SINGLECUT BEERSMITHS IS THIS THE REAL,650,G,NO FEE BEER,LIFE? IPA ALE,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138606,SINGLECUT BEERSMITHS SOFTLY SPOKEN,650,G,NO FEE BEER,MAGIC SPELLS IIPA ALE,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138607,SINGLECUT BEERSMITHS KIM HIBISCUS SOUR,650,G,NO FEE BEER,LAGRRR! BEER/ LAGER,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138608,SINGLECUT BEERSMITHS 6V6 INDIA PALE,650,G,NO FEE BEER,LAGER BEER/LAGER,1264215,SINGLECUT BEERSMITHS LLC,D,06/30/2018
5138609,MILL HOUSE CUCUMBER BLESSINGS CREAM,650,G,NO FEE BEER,ALE ALE,2199546,MILL HOUSE HOSPITALITY INC,D,06/30/2018
5138610,HIGH WATER CUCUMBER KOLSCH,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2012585,GASKO & MEYER INC,D,06/30/2018
5138614,HIGH WATER BREWING STELLA BLUE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2012585,GASKO & MEYER INC,D,06/30/2018
5138617,ROOTS TO BOOTS SCHWARZBIER,650,G,NO FEE BEER,BEER/LAGER,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138618,BALLAST POINT ROOTS TO BOOTS DOUBLE,650,G,NO FEE BEER,INDIA PALE ALE ALE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138619,BALLAST POINT ROOTS TO BOOTS BELGIAN,650,G,NO FEE BEER,TRIPEL ALE ALE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138620,BALLAST POINT ROOTS TO BOOTS WHEAT ALE,650,G,NO FEE BEER,WITH CHERRIES FLAVORED MALT BEVERAGE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138621,SIX POINT BRUNT GOLDEN ALE,650,G,NO FEE BEER,BEER/LAGER,1188563,"MAD SCIENTISTS BREWING PARTNERS,LLC",D,06/30/2018
5138623,STOUT BEARD MAURICE,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138625,ICONYC HIB-HOP,650,G,NO FEE BEER,ALE,1297513,ICONYC BREWING COMPANY LLC,D,06/30/2018
5138626,PARADOX BREWERY FOREVER WILD SERIES:,650,G,NO FEE BEER,FARMHOUSE BRETT BEER,2189534,PARADOX BREWERY LLC,D,06/30/2018
5138629,FOUR MILE HOT AIR IPA,650,G,NO FEE BEER,ALE,3155872,FOUR MILE BREWING LLC ,D,06/30/2018
5138630,OVAL CRAFT BREWING SIMPLE MAN,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138631,OVAL CRAFT BREWING PROM NIGHT CHERRY,650,G,NO FEE BEER,ALE BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138632,OVAL CRAFT BREWING RUBY ALE,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138633,OVAL CRAFT BREWING ROCK EATER,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138634,OVAL CRAFT BREWING AUDOBON HAZE,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138635,OVAL CRAFT BREWING RESCUE HOSE 5,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138636,OVAL CRAFT BREWING SEASONAL,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138637,OVAL CRAFT BREWING EXPERIMENTAL,650,G,NO FEE BEER,BEER,2202675,OVAL CRAFT BREWING LLC,D,06/30/2018
5138638,TROEGS SOLID SENDER,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138639,ROGUE SPRUCE TIP,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138641,PIPEWORKS KWINGSTONS KITTY CAT-INA,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1296995,SARENE CRAFT BEER DISTRIBUTORS LLC,D,06/30/2018
5138642,THIRSTY DOG MAPLE PORTER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1296995,SARENE CRAFT BEER DISTRIBUTORS LLC,D,06/30/2018
5138643,THIRSTY DOG UNCONVENTIONAL ALE,650,G,NO FEE BEER,ALE,1296995,SARENE CRAFT BEER DISTRIBUTORS LLC,D,06/30/2018
5138645,STONE ARROGANT BASTARD WUSSIE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138646,CROOKED STAVE ARTISIAN BEER PROJECT,650,G,NO FEE BEER,BOTTLEWORKS XVII ANNIVERSARY ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138647,CROOKED STAVE ARTISAN BEER PROJECT,650,G,NO FEE BEER,BLUEBERRY ORGINS FLAVORED MALT BEV,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138648,CROOKED STAVE ARTISAN BEER PROJECT,650,G,NO FEE BEER,NIGHTMARE ON BRETT CHERRY FLAVOREDMALT,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138649,CROOKED STAVE ARTISAN BEER PROJECT,650,G,NO FEE BEER,MAMA BEARS SOUR CHERRY PIE FLAV MALT,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138650,WESTBROOK LEOPOLD,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138651,WESTBROOK BREWING CO KEY LIME PIE GOSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138652,WESTBROOK GRAND-MERE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138653,WESTBROOK MOSAIC/KOHATU/GALAXY IPA,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138654,WESTBROOK EL DORADO/CITRA/AMARILLO/,650,G,NO FEE BEER,GALAXY IPA ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138655,BLACKBERRY FARM BREWERY QUAD,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138656,BLACKBERRY FARM BREWERY TRIPEL,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138657,BLACKBERRY FARM BREWERY DUBBEL,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138658,BLACKBERRY FARM BREWERY BRUNE,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138659,BLACKBERRY FARM BREWERY BLONDE,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138660,OFF COLOR BREWING HYPER PREDATOR,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138661,OFF COLOR BREWING WUNDERKAMMER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138662,OFF COLOR BREWING BARREL AGED,650,G,NO FEE BEER,DINOSMORES FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138663,OFF COLOR BREWING ALFALFA KANG,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138664,KEES BLACK CARAMEL FUDGE STOUT,650,G,NO FEE BEER,STOUT,1205593,TWELVE PERCENT LLC,I,06/30/2018
5138666,EVIL TWIN BREWING ERASE & REWIND,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138667,EVIL TWIN BREWING MINI GROWLER,650,G,NO FEE BEER,STOUT,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138669,STILLWATER ARTISANAL NU-TROPIC,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5138670,RAILHEAD BREWING KOLSCH,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138671,RAILHEAD BREWING SAISON,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138672,RAILHEAD BREWING SPICED RED ALE,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138673,RAILHEAD BREWING DRY HOPPED PALE ALE,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138674,RAILHEAD BREWING AMBER ALE,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138675,RAILHEAD BREWING HUMBLE BEEGINNINGS,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138676,RAILHEAD BREWING IMPERIAL STOUT,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138677,RAILHEAD BREWING QUINCY,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138678,RAILHEAD BREWING SMOKED GERMAN ALE,650,G,NO FEE BEER,ALE,3159163,RAILHEAD BREWING COMPANY LLC,D,06/30/2018
5138681,PARADOX BREWERY FOREVER WILD SERIES:,650,G,NO FEE BEER,BRETT PALE ALE ALE,2189534,PARADOX BREWERY LLC,D,06/30/2018
5138682,PARADOX BREWERY FROEVER WILD SERIES,650,G,NO FEE BEER,BRETT CHERRY TRIPEL ALE,2189534,PARADOX BREWERY LLC,D,06/30/2018
5138685,PEAK ORGANIC THE JUICE,650,1,ALE,ALE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138686,PEAK ORGANIC HAPPY HOUR,650,G,NO FEE BEER,BEER/LAGER,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5138687,DAURA SHANDY,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1270256,MANHATTAN BEER DISTRIBUTORS ,I,06/30/2018
5138689,STOUT BEARD BEN,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138690,STOUT BEARD BETTIE,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138691,STOUT BEARD MELISSA,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138692,STOUT BEARD OLIVIA BLACK,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138693,LAKE PLACID WHITE PINE IPA,650,G,NO FEE BEER,ALE,2503534,MATT BREWING CO INC,D,06/30/2018
5138694,FLYING BISON BISONTENNIAL DOUBLE IPA,650,G,NO FEE BEER,ALE,3155254,FLYING BISON BREWING COMPANY LLC ,D,06/30/2018
5138703,BLUE POINT PROP STOPPER,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1046248,BLUE POINT BREWING COMPANY INC,D,06/30/2018
5138704,SLOOP BREWING JUICE BOMB,650,G,NO FEE BEER,ALE,2196549,HUDSON VALLEY BEVERAGE CO INC,D,06/30/2018
5138709,OYSTER BAY BARN ROCKER ALE,650,G,NO FEE BEER,ALE,1290808,OYSTER BAY BREWING COMPANY INC,D,06/30/2018
5138710,OYSTER BAY HONEY ALE,650,G,NO FEE BEER,ALE,1290808,OYSTER BAY BREWING COMPANY INC,D,06/30/2018
5138711,OYSTER BAY IPA,650,G,NO FEE BEER,ALE,1290808,OYSTER BAY BREWING COMPANY INC,D,06/30/2018
5138712,ALPINE BEER COMPANY WILLY VANILLY,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138715,ABITA BOURBON STREET HONEY PALE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138716,ABITA SHOTGUN DOUBLE IPA,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138717,ABITA VANILLA DOG,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138718,ABITA WHITE LINEN WIT,650,G,NO FEE BEER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138719,SMUTTYNOSE BLUEBERRY SHORT WEISSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138722,BRECKENRIDGE NITRO PUMPKIN SPICED,650,G,NO FEE BEER,LATTE ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138723,BRECKENRIDGE MOUNTAIN SERIES APRICOT,650,G,NO FEE BEER,LAGER ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138725,STONE XOCOVEZA EXTRA ANEJO,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138726,STONE WINTER HARVEST TRIPLE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138727,STONE FOUDRE-AGED IMPERIAL SAISON,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138728,GREEN FLASH BLANC TARTE BARRIQUE,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138729,GREEN FLASH NATURA MORTA BOYSENBERRY,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138730,MELOVINO NICE AS PIE,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138731,MELOVINO SWEET SORROW,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138732,MELOVINO MIDNIGHT JACK,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138733,MELOVINO BLACK DAHLIA,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138734,MELOVINO THE ROOT CAUSE,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138735,MELOVINO BERRY BOKU,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138736,MELOVINO DAKOTA CLOVER,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138737,MELOVINO SWINGER,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138738,MELOVINO ALL NIGHT LONG,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138739,B NEKTAR MILTONS MADNESS,650,NF,NON MALT BEER - NO FEE,NON MALT GLUTEN FREE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5138746,PIPEWORKS TIKI TIME,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1296995,SARENE CRAFT BEER DISTRIBUTORS LLC,D,06/30/2018
5138747,OSKAR BLUES PASSION FRUIT PINNER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138748,BROOKLYN FINGER SOERNE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010712,"BROOKLYN BREWERY CORP, THE",D,06/30/2018
5138749,KEUKA BREWING PERSTEPHANIE,650,G,NO FEE BEER,BEER/LAGER,3138104,KEUKA BREWING CO LLC,D,06/30/2018
5138754,STOUT BEARD RYAN,650,G,NO FEE BEER,ALE,2201528,STOUT BEARD BREWING COMPANY LLC,D,06/30/2018
5138769,GOOSE ISLAND 1516 LAGER,650,2,BEER & LAGER,BEER,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138770,CONEY ISLAND BEERMOSA,650,G,NO FEE BEER,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138771,SAMUEL ADAMS 20 POUNDS OF PUMPKIN,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138772,SAMUEL ADAMS BONFIRE BLONDE,650,1,ALE,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138773,SAMUEL ADAMS TOASTED CARAMEL BOCK,650,2,BEER & LAGER,BEER,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138774,SAMUEL ADAMS MAPLE ALE,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138775,SAMUEL ADAMS REBEL BLACK IPA,650,1,ALE,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138776,SAMUEL ADAMS LYCHEE PEAR PALE ALE,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138777,SAMUEL ADAMS MESQUITE BBQ BROWN ALE,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138778,SAMUEL ADAMS BLACK IPA,650,1,ALE,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138779,SAMUEL ADAMS HALLERTAU MITTELFRUEH IPA,650,1,ALE,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138782,VICTORY TART TEN,650,G,NO FEE BEER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138784,VICTORY CAGE RADLER,650,2,BEER & LAGER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138785,BITBURGER RADLER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,I,06/30/2018
5138807,BELLS OATSMOBILE,650,1,ALE,ALE,2504784,T J SHEEHAN DISTRIBUTING INC,D,06/30/2018
5138809,OHARAS LEANN FOLLAIN BARREL AGED IRISH,650,1,ALE,STOUT ALE,1010894,S K I WHOLESALE BEER CORP,I,06/30/2018
5138810,GREEN FLASH IDEAL BELGIQUE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138811,GREEN FLASH DIVINE BELGIQUE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5138820,CONEY ISLAND BRUNCH BEER,650,G,NO FEE BEER,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138821,CONEY ISLAND BOURBON BARREL AGED,650,G,NO FEE BEER,IMPERIAL STOUT ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138822,BLUE POINT BEACH PLUM GOSE,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,1046248,BLUE POINT BREWING COMPANY INC,D,06/30/2018
5138823,CONEY ISLAND BOURBON NARREL AGED HOT,650,G,NO FEE BEER,TODDY ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138824,CONEY ISLAND JUST BEER,650,G,NO FEE BEER,ALE,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5138825,GOOSE ISLAND VANS GOLDEN,650,2,BEER & LAGER,BEER,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138828,GOOSE ISLAND HOMBRE SECRETO,650,1,ALE,ALE,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138829,GOOSE ISLAND HOMBRE SECRETO WITH MANGO,650,B,MALT BEVERAGES & COOLERS,FLAVORED MALT BEVERAGE,2504772,ANHEUSER BUSCH LLC,D,06/30/2018
5138832,STONE DOUBLE BASTARD ALE,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
